x,y,class
0.024835707650561634,0.04630887737658207,1
-0.006862753243488815,0.0974742046133012,1
0.032586210164052776,-0.06592544526287422,1
0.07660526520933403,0.03414333662670971,1
-0.010901559233321045,-0.024556731442615838,1
-0.01044850040358516,-0.01441555669271843,1
0.08077055280102906,-0.017732646490548294,1
0.04083183903639394,-0.029388881237148685,1
-0.020265626679304007,0.018133889072739325,1
0.031180932805867048,-0.023972704207725567,1
-0.01817734367314311,0.032930812884142624,1
-0.017257762775958106,0.01869178051786402,1
0.01925527531559655,0.011010950523215763,1
-0.08728660215381485,-0.020709759276200345,1
-0.07655798241417919,-0.0025081687292731955,1
-0.017027395879035206,0.06571038608985194,1
-0.038068726607643946,0.05454216900632908,1
0.029855913015363653,-0.017884246712916347,1
-0.029604094262933922,0.03739578307771579,1
-0.05308379903709813,0.07136941353840191,1
0.09262657289678991,-0.04836721983364998,1
0.009944191690367914,0.06350307051674658,1
0.02657196066644836,0.004361927877634474,1
-0.046008198074666204,0.06710423005695429,1
0.00011219900679275766,0.001412815523388726,1
0.035045301036565564,-0.049749303416217264,1
-0.025819803888187345,-0.0400483961902048,1
0.05280540964054273,0.04447922887503166,1
0.00633611270024486,0.05571722471783569,1
0.024184691481824148,-0.0019211233790502533,1
0.011135979155334222,0.07569315726366788,1
0.13633447475871047,-0.038940593284515115,1
0.04558893438505382,0.04110428067177794,1
-0.004037970419311351,-0.015970649289861263,1
0.09259565831810973,0.012057428972288765,1
-0.006919437506191735,0.04698369188861817,1
0.06725012875295476,0.001451445687203741,1
-0.038466164966224854,0.024995022121534274,1
-0.004159120353563167,0.09417907168794662,1
0.07484474140388415,0.014551153446774562,1
0.10469132210513317,0.08460021158734601,1
0.07911365102416519,-0.014362350848326426,1
0.06754707034122812,0.0678072224264463,1
0.06106158683334867,0.11247533770293536,1
0.004977001577439452,-0.0842201898215158,1
0.045692235768553253,-0.0016328705047271228,1
0.06142481621154594,0.06579970784503573,1
0.14007206460125296,0.025412148408865055,1
0.10713886540284762,0.05262402161725277,1
0.004526635779491708,0.002253792697412268,1
0.1115781163599097,0.03505303257883283,1
0.07878554162876428,0.021094626796698743,1
0.06682563761474619,0.08530741249362978,1
0.1338498623368308,0.03756460359744215,1
0.1573684540526602,0.03953506791306403,1
0.15488893675752494,-0.00024059414434412715,1
0.06882044918576008,-0.006440832816559064,1
0.09772298152769628,-0.006213209022226111,1
0.13209089013823927,0.03250275368027903,1
0.16658692753634413,-0.011012047590856066,1
0.09606676973993045,0.021676024731208818,1
0.11288826107751443,0.1080021262305375,1
0.06892620791955525,0.044729578949617946,1
0.06642653585981123,-0.018288238562713777,1
0.1687754264224644,0.054813577398067526,1
0.1977880096063584,-0.029008455764229082,1
0.12811328322354157,-0.11396372876082349,1
0.18353548791088198,-0.06600748949833656,1
0.15298939954874133,-0.11277878697147714,1
0.10410056489558835,-0.040538594202153944,1
0.15577205608832398,-0.02585069034438916,1
0.2158432420819678,0.05315947566113251,1
0.13827939021459776,-0.018285909495666292,1
0.21931910300515098,-0.049633204011557006,1
0.010999738907659345,-0.0013266022954498066,1
0.18386302588337497,-0.15754184033192764,1
0.14777907412591595,-0.03945861024805379,1
0.1290102650082688,-0.017012888785602726,1
0.1489549539582501,-0.1338611955242539,1
0.0452645057772017,-0.007175120556826987,1
0.13380263739559436,-0.051920332730185315,1
0.16264998488370813,-0.09413936520937463,1
0.21855974083553015,-0.04630918584269888,1
0.11848259736401225,0.030973638352616975,1
0.10356083371509772,-0.07811567412327419,1
0.11834347328409503,-0.07947696012295159,1
0.188501843309748,-0.11956174605944717,1
0.15832262629355107,-0.1438139583139092,1
0.11440176564091732,-0.06455086575336036,1
0.16540780579204353,-0.15363113004380435,1
0.14330163850151953,-0.1120167023223338,1
0.18543085708797583,-0.14425012734093756,1
0.10029330777829298,-0.10118999026656822,1
0.11725584677152188,-0.11322236116615922,1
0.11212144445799081,-0.08278494133627701,1
0.05648332173422835,-0.16490440722666383,1
0.14224117613997087,-0.1576193134194294,1
0.13810759813875043,-0.19776118535606896,1
0.12277360882130878,-0.17570564510159026,1
0.10809510840481175,-0.1392595631749036,1
0.046206032400390465,-0.12486944137626355,1
0.09293628106624968,-0.21337714318571702,1
0.09367112125488558,-0.12828933858409225,1
0.0673762061898479,-0.10843427975622634,1
0.09595468197313696,-0.15993177347677023,1
0.12059698878545597,-0.09108691333392953,1
0.19092685777539045,-0.22787022891664444,1
0.10141841927544235,-0.25559350239299766,1
0.10148922685603981,-0.2863977826555145,1
0.08066331930430615,-0.12667665621615853,1
-0.015925640075238418,-0.17268891003440465,1
0.07416975107764853,-0.212021119399967,1
0.07384667026017815,-0.1989797080856575,1
0.18919629400813875,-0.2728856351672176,1
0.051476755375768075,-0.09784869163686391,1
0.07109679447047165,-0.21708772809543367,1
0.04907504092333973,-0.22137431144541656,1
-0.012962775602117817,-0.1937291887975979,1
0.09714492053105862,-0.2090142327364935,1
0.07200824732177011,-0.22478694131102395,1
0.0682493192221527,-0.27828622780036083,1
-0.022603925940324517,-0.21783108083659164,1
0.08705791309757901,-0.14980169630176354,1
-0.05923301531284334,-0.1789826526327491,1
0.03403602051950204,-0.1687933406511607,1
0.10794569329695299,-0.2760568213121204,1
-0.05747407958427359,-0.3018601552113852,1
-0.04272815897287627,-0.2603899123910804,1
-0.015988334810710443,-0.2528681182423983,1
-0.0527896033264051,-0.20232820992677658,1
-0.11187674314781024,-0.3428706563688445,1
-0.03772143751747163,-0.182802474540944,1
-0.10114436749361103,-0.2680327079598028,1
-0.03129794403638352,-0.2821454005530691,1
-0.10796105001710257,-0.311889393827241,1
0.008435722607105123,-0.34432084441050714,1
-0.11534860620877616,-0.22052167350200683,1
-0.09946254798032587,-0.2579223386084995,1
-0.04990043826821962,-0.32579778587946007,1
-0.1593742596358004,-0.3255664244115269,1
-0.0937452462772139,-0.2769136250207255,1
-0.047075215302249174,-0.17578244555388514,1
-0.20014191546382987,-0.27111766941397186,1
-0.11788705991556242,-0.33199365372908946,1
-0.12148545035117041,-0.26761442132344626,1
-0.10275329794015713,-0.26724526015691646,1
-0.21105495973870014,-0.3865251348882485,1
-0.22258543099849498,-0.25225619514967157,1
-0.13780690387686967,-0.25873694240819495,1
-0.15637630268705124,-0.2098161320850161,1
-0.16599654634668973,-0.1494018758682076,1
-0.16846241916790153,-0.18253135257582181,1
-0.22701155351114138,-0.24910052573150807,1
-0.18857879979744965,-0.2875654827145274,1
-0.19266851866334544,-0.09994112319843138,1
-0.25011365592174434,-0.22180534581026307,1
-0.12811837030156026,-0.2200147611138468,1
-0.20465730552177305,-0.21765099703377594,1
-0.29478060240087456,-0.20206351451426693,1
-0.20917262251557114,-0.21449939000867108,1
-0.29743144936889104,-0.23106998801349518,1
-0.2159461882073814,-0.22462872937233677,1
-0.20387350295076923,-0.19361737250485683,1
-0.30923391803893985,-0.2136417425604608,1
-0.22631504792820217,-0.21640247318525566,1
-0.26001030248372065,-0.16952943455086109,1
-0.24558722754787743,-0.18149402692230374,1
-0.197760860692081,-0.08724575032419093,1
-0.3106436231092198,-0.28850287098948746,1
-0.3416922674043179,-0.09469967667304044,1
-0.3539641188226652,-0.08010614315359788,1
-0.35560777374517927,-0.23903330457511335,1
-0.3238414298012435,-0.14527300491210926,1
-0.307932427821566,-0.13931055027864883,1
-0.31598822204451865,-0.18354280080336322,1
-0.29311993016104887,-0.14431953319873636,1
-0.3383035568073785,-0.15305586043699596,1
-0.27056446358316993,-0.0018530793395290512,1
-0.36056931237586565,-0.03446781884513666,1
-0.21522603862245987,-0.009309323874989464,1
-0.3236469250247419,-0.028293775474053214,1
-0.40127689641742065,-0.11218013866098822,1
-0.4152405817972183,-0.07316866949057486,1
-0.34063289240843475,-0.01355918101818035,1
-0.3787693615396413,-0.09009505724372346,1
-0.33451072776017415,0.01581949157781225,1
-0.3489340285454543,-0.022575108242334527,1
-0.37838908789821085,-0.019920708041430098,1
-0.41900173012049446,0.04384917263940872,1
-0.45407772144510555,0.04009081659173512,1
-0.4020897367276182,0.009495293448891731,1
-0.33812454830949057,0.09525923493357663,1
-0.37116888875943727,-0.006934484507551068,1
-0.4448350766009021,0.08781168279059991,1
-0.3743061807981047,0.0966298506687196,1
-0.36385620193447943,0.06151429350418009,1
-0.4272089437066789,0.10336521511618404,1
-0.37495855675375006,0.034613038484378286,1
-0.3790956198971679,0.15351642045173108,1
-0.4382462679155797,0.10824542287983147,1
-0.3620286737133652,0.1015517759690484,1
-0.35042602465795547,0.19035047664964916,1
-0.3225853412031766,0.11290229426768458,1
-0.32204461490934927,0.08791587168150557,1
-0.441338078787587,0.09071948943039272,1
-0.41678795148103354,0.20904851658449708,1
-0.3413085414824904,0.1249011381745986,1
-0.338255653411092,0.2868068307530466,1
-0.3347979841979351,0.10507747155040308,1
-0.16423992145342897,0.3040582282045635,1
-0.32437895554465346,0.23979471506979727,1
-0.2919134000077885,0.23435587772915242,1
-0.29648158050385776,0.22182481075437374,1
-0.3068246610136907,0.2788306138462088,1
-0.35009380492077763,0.26671119487170075,1
-0.29104277507181386,0.33338549468881234,1
-0.36201958923738464,0.29345988047381294,1
-0.32933418993614205,0.30468460270003,1
-0.3356060615596912,0.2882951521046683,1
-0.3008205652061122,0.3128122995431258,1
-0.1824917802465219,0.3401034275654058,1
-0.38463495265868636,0.2481210267223683,1
-0.24974492985693858,0.2749910837920366,1
-0.3572221685940501,0.3881817719002244,1
-0.2924567334592597,0.36801991358775143,1
-0.2064350568682492,0.35856803188867464,1
-0.2494432762827209,0.37680462318897656,1
-0.2980752225082284,0.4011956725384388,1
-0.2712438710225949,0.3645730387507816,1
-0.1925536815536875,0.3601939242526677,1
-0.25387535583220106,0.4162462822933096,1
-0.19713071455208048,0.3646700772485429,1
-0.19604962938061588,0.44091910749177476,1
-0.22106576467102335,0.34207142829266096,1
-0.07123420385056295,0.4851223571320111,1
-0.1364746327894713,0.4635218069808045,1
-0.2589659729714834,0.45867785656851323,1
-0.1377292285537236,0.5007462552009337,1
-0.16929514997951017,0.540365619922462,1
-0.08255494597051975,0.5130295465628509,1
-0.1535966382942396,0.3752196769136658,1
-0.10833108786771689,0.40796448297229526,1
-0.06580488528351505,0.44510449859791623,1
-0.03606960157525733,0.4817689477983625,1
-0.1275253942414233,0.5101780715656029,1
-0.07224607898506324,0.4515454707666178,1
-0.0671432408270765,0.5004105914248564,1
-0.06380934332690827,0.4562401662300294,1
0.06950339699444912,0.4660635534087404,1
0.013966091502725451,0.4286253842984079,1
-0.05673597076361809,0.45480062598844984,1
0.06488946053790404,0.43506294848185584,1
0.1378811142552954,0.4552158387180131,1
0.09625408312131381,0.5577279437322361,1
-0.018407933534329873,0.45828310046358633,1
0.04634237972390766,0.637747200529769,1
